NTS_TILE, NAME, XMIN_LONG, YMAX_LAT
094P02, "Tooga Lake", -121, 59.25
094P03, "Kotcho Lake", -121.5, 59.25
094P04, "Courvoisier Creek", -122, 59.25
094P05, "Komie Creek", -122, 59.5
094P06, "Thetlaandoa Creek", -121.5, 59.5
094P07, "Kwokwullie Lake", -121, 59.5
094P08, "Pesh Creek", -120.5, 59.5
094P09, "Thinahtea Lake", -120.5, 59.75
094P10, "Kimea Creek", -121, 59.75
094P11, "Etset Lake", -121.5, 59.75
094P12, "Gote Creek", -122, 59.75
094P13, "Estsine Lake", -122, 60
094P14, "Hossitl Creek", -121.5, 60
094P15, "Midwinter Lake", -121, 60
094P16, "June Lake", -120.5, 60
095A01, " ", -120.5, 60.25
095A02, " ", -121, 60.25
095A03, " ", -121.5, 60.25
095A04, " ", -122, 60.25
095A05, " ", -122, 60.5
095A06, " ", -121.5, 60.5
095A07, "Tetcho Lake", -121, 60.5
095A08, "Trainor Lake", -120.5, 60.5
095A09, " ", -120.5, 60.75
095A10, " ", -121, 60.75
095A11, " ", -121.5, 60.75
095A12, " ", -122, 60.75
095A13, "Cormack Lake", -122, 61
095A14, " ", -121.5, 61
095A15, " ", -121, 61
095A16, " ", -120.5, 61
095B01, "Celibeta Lake", -122.5, 60.25
095B02, "Lake Bovie", -123, 60.25
095B03, "Fort Liard", -123.5, 60.25
095B04, "Betalamea Lake", -124, 60.25
095B05, "Fisherman Lake", -124, 60.5
095B06, " ", -123.5, 60.5
095B07, " ", -123, 60.5
095B08, " ", -122.5, 60.5
095B09, " ", -122.5, 60.75
095B10, " ", -123, 60.75
095B11, "Denedothada Creek", -123.5, 60.75
095B12, "Mount Flett", -124, 60.75
095B13, "Sawmill Mountain", -124, 61
095B14, "Netla River", -123.5, 61
095B15, "Emile Lake", -123, 61
095B16, " ", -122.5, 61
095C01, "Mount Martin", -124.5, 60.25
095C02, "Mount Merrill", -125, 60.25
095C03, "Mooney Creek", -125.5, 60.25
095C04, "Larsen Lake", -126, 60.25
095C05, "Pool Creek", -126, 60.5
095C06, "Gold Pay Creek", -125.5, 60.5
095C07, "Brown Lake", -125, 60.5
095C08, "Babiche Mountain", -124.5, 60.5
095C09, "Chinkeh Creek", -124.5, 60.75
095C10, "Tika Creek", -125, 60.75
095C11, "Whitefish River", -125.5, 60.75
095C12, "Jackpine Lake", -126, 60.75
095C13, "Balsam Lake", -126, 61
095C14, " ", -125.5, 61
095C15, "Dendale Lake", -125, 61
095C16, "Etanda Lakes", -124.5, 61
095D01, " ", -126.5, 60.25
095D02, "Lootz Lake", -127, 60.25
095D03, "Mount Gilliland", -127.5, 60.25
095D04, "Irons Creek", -128, 60.25
095D05, "Acland Creek", -128, 60.5
095D06, " ", -127.5, 60.5
095D07, " ", -127, 60.5
095D08, " ", -126.5, 60.5
095D09, " ", -126.5, 60.75
095D10, " ", -127, 60.75
095D11, " ", -127.5, 60.75
095D12, "Hulse Lake", -128, 60.75
095D13, "Mount Kostiuk", -128, 61
095D14, "Mount Skonseng", -127.5, 61
095D15, "Last Mountain", -127, 61
095D16, " ", -126.5, 61
095E01, "Stonemarten Lakes", -126.5, 61.25
095E02, "Skinboat Lakes", -127, 61.25
095E03, " ", -127.5, 61.25
095E04, " ", -128, 61.25
095E05, "Caesar Lakes", -128, 61.5
095E06, " ", -127.5, 61.5
095E07, "Seaplane Lake", -127, 61.5
095E08, " ", -126.5, 61.5
095E09, " ", -126.5, 61.75
095E10, "Irvine Creek", -127, 61.75
095E11, "Pass Creek", -127.5, 61.75
095E12, "Bear Pass Creek", -128, 61.75
095E13, "Mount Sidney Dobson", -128, 62
095E14, "Hole In The Wall Lk", -127.5, 62
095E15, "Hell Roaring Creek", -127, 62
095E16, "Flood Creek", -126.5, 62
095F01, "Clausen Creek", -124.5, 61.25
095F02, " ", -125, 61.25
095F03, " ", -125.5, 61.25
095F04, " ", -126, 61.25
095F05, "Mary River", -126, 61.5
095F06, "May Creek", -125.5, 61.5
095F07, "Second Canyon", -125, 61.5
095F08, "First Canyon", -124.5, 61.5
095F09, "Sundog Creek", -124.5, 61.75
095F10, " ", -125, 61.75
095F11, "Vera Creek", -125.5, 61.75
095F12, "Virginia Falls", -126, 61.75
095F13, "Clearwater Creek", -126, 62
095F14, "Wrigley Creek", -125.5, 62
095F15, "Corridor Creek", -125, 62
095F16, " ", -124.5, 62
095G01, " ", -122.5, 61.25
095G02, "Dehdjida Island", -123, 61.25
095G03, "Nahanni Butte", -123.5, 61.25
095G04, "The Twisted Mountain", -124, 61.25
095G05, "Fishtrap Creek", -124, 61.5
095G06, "Grainger River", -123.5, 61.5
095G07, "Dehdjida Creek", -123, 61.5
095G08, "Matou River", -122.5, 61.5
095G09, " ", -122.5, 61.75
095G10, " ", -123, 61.75
095G11, " ", -123.5, 61.75
095G12, "Mid Lake", -124, 61.75
095G13, "Ram River", -124, 62
095G14, "Little Doctor Lake", -123.5, 62
095G15, "Sibbeston Lake", -123, 62
095G16, "Martin Hills", -122.5, 62
095H01, " ", -120.5, 61.25
095H02, " ", -121, 61.25
095H03, "Poplar River", -121.5, 61.25
095H04, " ", -122, 61.25
095H05, "Scotty Creek", -122, 61.5
095H06, " ", -121.5, 61.5
095H07, "Jean-Marie Creek", -121, 61.5
095H08, "Cache Island", -120.5, 61.5
095H09, " ", -120.5, 61.75
095H10, "Goodall Lake", -121, 61.75
095H11, "Manners Creek", -121.5, 61.75
095H12, "Antoine Lake", -122, 61.75
095H13, "Martin River", -122, 62
095H14, "Fort Simpson", -121.5, 62
095H15, "Strong Point", -121, 62
095H16, " ", -120.5, 62
095I01, " ", -120.5, 62.25
095I02, " ", -121, 62.25
095I03, " ", -121.5, 62.25
095I04, " ", -122, 62.25
095I05, " ", -122, 62.5
095I06, " ", -121.5, 62.5
095I07, " ", -121, 62.5
095I08, " ", -120.5, 62.5
095I09, " ", -120.5, 62.75
095I10, "Gahtsahday River", -121, 62.75
095I11, " ", -121.5, 62.75
095I12, " ", -122, 62.75
095I13, " ", -122, 63
095I14, " ", -121.5, 63
095I15, "Bulmer Lake", -121, 63
095I16, " ", -120.5, 63
095J01, "Trail River", -122.5, 62.25
095J02, " ", -123, 62.25
095J03, "Nahanni Mountain", -123.5, 62.25
095J04, "Battlement Creek", -124, 62.25
095J05, "Deceiver Creek", -124, 62.5
095J06, "Camsell Bend", -123.5, 62.5
095J07, " ", -123, 62.5
095J08, "Ebutt Hills", -122.5, 62.5
095J09, "Gun Rapids", -122.5, 62.75
095J10, " ", -123, 62.75
095J11, "Mcgern Island", -123.5, 62.75
095J12, "Paynaychee Mountain", -124, 62.75
095J13, " ", -124, 63
095J14, "R Between Two Mtns", -123.5, 63
095J15, "Peekaya Lake", -123, 63
095J16, "Greasy Lake", -122.5, 63
095K01, " ", -124.5, 62.25
095K02, " ", -125, 62.25
095K03, " ", -125.5, 62.25
095K04, " ", -126, 62.25
095K05, "Bell Heather Lake", -126, 62.5
095K06, " ", -125.5, 62.5
095K07, "Dekale Creek", -125, 62.5
095K08, " ", -124.5, 62.5
095K09, "English Chief River", -124.5, 62.75
095K10, "Trench Creek", -125, 62.75
095K11, " ", -125.5, 62.75
095K12, " ", -126, 62.75
095K13, " ", -126, 63
095K14, "Pastel Creek", -125.5, 63
095K15, " ", -125, 63
095K16, " ", -124.5, 63
095L01, " ", -126.5, 62.25
095L02, " ", -127, 62.25
095L03, "Dolf Mountain", -127.5, 62.25
095L04, "M Sir James Macbrien", -128, 62.25
095L05, "Black Wolf Mountain", -128, 62.5
095L06, "Avalanche Lake", -127.5, 62.5
095L07, " ", -127, 62.5
095L08, " ", -126.5, 62.5
095L09, "Mount Berg", -126.5, 62.75
095L10, "Coppercap Mountain", -127, 62.75
095L11, " ", -127.5, 62.75
095L12, "Grizzly Bear Lake", -128, 62.75
095L13, " ", -128, 63
095L14, " ", -127.5, 63
095L15, "Mount Kraft", -127, 63
095L16, " ", -126.5, 63
095M01, " ", -126.5, 63.25
095M02, " ", -127, 63.25
095M03, " ", -127.5, 63.25
095M04, " ", -128, 63.25
095M05, "Rockslide Pass", -128, 63.5
095M06, " ", -127.5, 63.5
095M07, " ", -127, 63.5
095M08, " ", -126.5, 63.5
095M09, " ", -126.5, 63.75
095M10, "Hay Hook Lake", -127, 63.75
095M11, "Lukas Creek", -127.5, 63.75
095M12, "Shezal Canyon", -128, 63.75
095M13, "Vanishing Ram Creek", -128, 64
095M14, " ", -127.5, 64
095M15, "Dark Rock Creek", -127, 64
095M16, "Wrigley Lake", -126.5, 64
095N01, " ", -124.5, 63.25
095N02, "Iverson Range", -125, 63.25
095N03, "Dusky Range", -125.5, 63.25
095N04, "Painted Mountains", -126, 63.25
095N05, "Marten Creek", -126, 63.5
095N06, " ", -125.5, 63.5
095N07, "Slim Lake", -125, 63.5
095N08, " ", -124.5, 63.5
095N09, " ", -124.5, 63.75
095N10, "Mount Dahadinni", -125, 63.75
095N11, " ", -125.5, 63.75
095N12, "Redstone Range", -126, 63.75
095N13, " ", -126, 64
095N14, " ", -125.5, 64
095N15, "Cloverleaf Lake", -125, 64
095N16, " ", -124.5, 64
095O01, " ", -122.5, 63.25
095O02, "Paeenfee Lake", -123, 63.25
095O03, "Smith Creek", -123.5, 63.25
095O04, "Wrigley River", -124, 63.25
095O05, "Mount Gaudet", -124, 63.5
095O06, "Mount Kindle", -123.5, 63.5
095O07, " ", -123, 63.5
095O08, " ", -122.5, 63.5
095O09, " ", -122.5, 63.75
095O10, "Nothaykay Lake", -123, 63.75
095O11, "Table Mountain", -123.5, 63.75
095O12, "Johnson River", -124, 63.75
095O13, "Blackwater River", -124, 64
095O14, "Blackwater Lake", -123.5, 64
095O15, "Notseglee Lake", -123, 64
095O16, " ", -122.5, 64
095P01, " ", -120.5, 63.25
095P02, " ", -121, 63.25
095P03, " ", -121.5, 63.25
095P04, " ", -122, 63.25
095P05, " ", -122, 63.5
095P06, " ", -121.5, 63.5
095P07, " ", -121, 63.5
095P08, " ", -120.5, 63.5
095P09, " ", -120.5, 63.75
095P10, " ", -121, 63.75
095P11, " ", -121.5, 63.75
095P12, "Shegonla Hills", -122, 63.75
095P13, " ", -122, 64
095P14, " ", -121.5, 64
095P15, " ", -121, 64
095P16, " ", -120.5, 64
096A01, " ", -120.5, 64.25
096A02, " ", -121, 64.25
096A03, " ", -121.5, 64.25
096A04, " ", -122, 64.25
096A05, " ", -122, 64.5
096A06, " ", -121.5, 64.5
096A07, " ", -121, 64.5
096A08, " ", -120.5, 64.5
096A09, " ", -120.5, 64.75
096A10, " ", -121, 64.75
096A11, " ", -121.5, 64.75
096A12, " ", -122, 64.75
096A13, " ", -122, 65
096A14, " ", -121.5, 65
096A15, " ", -121, 65
096A16, " ", -120.5, 65
096B01, " ", -122.5, 64.25
096B02, "Modeste Creek", -123, 64.25
096B03, "Blackwater Lk North", -123.5, 64.25
096B04, "Twin Peaks", -124, 64.25
096B05, "Twin Fish Lake", -124, 64.5
096B06, "Kodakin Creek", -123.5, 64.5
096B07, "Water Lily Lake", -123, 64.5
096B08, " ", -122.5, 64.5
096B09, " ", -122.5, 64.75
096B10, " ", -123, 64.75
096B11, " ", -123.5, 64.75
096B12, " ", -124, 64.75
096B13, " ", -124, 65
096B14, " ", -123.5, 65
096B15, "Big Rock River", -123, 65
096B16, "Mosquito Berry Hill", -122.5, 65
096C01, "Birch Island", -124.5, 64.25
096C02, " ", -125, 64.25
096C03, " ", -125.5, 64.25
096C04, "Red Dog Mountain", -126, 64.25
096C05, "Summit Creek", -126, 64.5
096C06, "Mooselick Creek", -125.5, 64.5
096C07, "Burnt Point", -125, 64.5
096C08, "Saline River", -124.5, 64.5
096C09, " ", -124.5, 64.75
096C10, "Old Fort Point", -125, 64.75
096C11, "Tate Lake", -125.5, 64.75
096C12, "Mackay Range", -126, 64.75
096C13, "Fort Norman", -126, 65
096C14, "Police Island", -125.5, 65
096C15, "St Charles Creek", -125, 65
096C16, " ", -124.5, 65
096D01, " ", -126.5, 64.25
096D02, "Toochingkla River", -127, 64.25
096D03, "Nainlin Brook", -127.5, 64.25
096D04, " ", -128, 64.25
096D05, "Peterson Creek", -128, 64.5
096D06, " ", -127.5, 64.5
096D07, " ", -127, 64.5
096D08, " ", -126.5, 64.5
096D09, "Ration Creek", -126.5, 64.75
096D10, "Rouge Mountain River", -127, 64.75
096D11, "Pyramid Mountain", -127.5, 64.75
096D12, "Mcdermott Creek", -128, 64.75
096D13, " ", -128, 65
096D14, "Dodo Mountain", -127.5, 65
096D15, "Mirror Lake", -127, 65
096D16, "Slater River", -126.5, 65
096E01, "Prohibition Creek", -126.5, 65.25
096E02, "Three Day Lake", -127, 65.25
096E03, Canol, -127.5, 65.25
096E04, "Loretta Canyon", -128, 65.25
096E05, "Rete Lake", -128, 65.5
096E06, "Oscar Lake", -127.5, 65.5
096E07, "Norman Wells", -127, 65.5
096E08, "Kelly Lake", -126.5, 65.5
096E09, "Medzih Lake", -126.5, 65.75
096E10, "Dillon Creek", -127, 65.75
096E11, "Moon Lake", -127.5, 65.75
096E12, "Hanna River", -128, 65.75
096E13, "Mount Effie", -128, 66
096E14, "Sam Mcrae Lake", -127.5, 66
096E15, "Turton Lake", -127, 66
096E16, "Doctor Lake", -126.5, 66
096F01, "Yukon Lake", -124.5, 65.25
096F02, "Mount St Charles", -125, 65.25
096F03, "Brackett Lake", -125.5, 65.25
096F04, "Yakeleya Lake", -126, 65.25
096F05, "Loche Lake", -126, 65.5
096F06, "Baton Lake", -125.5, 65.5
096F07, "Bernard Lake", -125, 65.5
096F08, "Blondin Lake", -124.5, 65.5
096F09, "Kenny Lake", -124.5, 65.75
096F10, "Tetso Lake", -125, 65.75
096F11, "Neyele Lake", -125.5, 65.75
096F12, "Menacho Creek", -126, 65.75
096F13, "Wright Lakes", -126, 66
096F14, "Mendo Lake", -125.5, 66
096F15, "Tatti Lake", -125, 66
096F16, "White Water Lily Lk", -124.5, 66
096G01, "Manitou Island", -122.5, 65.25
096G02, " ", -123, 65.25
096G03, "Fort Franklin", -123.5, 65.25
096G04, " ", -124, 65.25
096G05, " ", -124, 65.5
096G06, " ", -123.5, 65.5
096G07, "Fox Point", -123, 65.5
096G08, "Part Of 096H05", -122.5, 65.5
096G09, " ", -122.5, 65.75
096G10, "Salatreil River", -123, 65.75
096G11, "Kekwinatui Lake", -123.5, 65.75
096G12, " ", -124, 65.75
096G13, " ", -124, 66
096G14, "Tuitatui Lake", -123.5, 66
096G15, " ", -123, 66
096G16, "Kokeragi Point", -122.5, 66
096H01, " ", -120.5, 65.25
096H02, " ", -121, 65.25
096H03, " ", -121.5, 65.25
096H04, "Cloud Bay", -122, 65.25
096H05, "Jupiter Bay", -122, 65.5
096H06, " ", -121.5, 65.5
096H07, " ", -121, 65.5
096H08, " ", -120.5, 65.5
096H09, " ", -120.5, 65.75
096H10, " ", -121, 65.75
096H11, " ", -121.5, 65.75
096H12, " ", -122, 65.75
096H13, " ", -122, 66
096H14, " ", -121.5, 66
096I03, "Etacho Point", -121.5, 66.25
096I04, " ", -122, 66.25
096I07, "Part Of 096I08", -121, 66.5
096I08, " ", -120.5, 66.5
096I09, " ", -120.5, 66.75
096I11, " ", -121.5, 66.75
096I12, "Glacier Ice Creek", -122, 66.75
096I13, " ", -122, 67
096I14, " ", -121.5, 67
096I15, " ", -121, 67
096I16, " ", -120.5, 67
096J01, " ", -122.5, 66.25
096J02, " ", -123, 66.25
096J03, "Goodfellow Point", -123.5, 66.25
096J04, " ", -124, 66.25
096J05, " ", -124, 66.5
096J06, "Ikanyo Island", -123.5, 66.5
096J07, "Kroger Island", -123, 66.5
096J08, "Ekka Island", -122.5, 66.5
096J09, "Mcgill Bay", -122.5, 66.75
096J10, " ", -123, 66.75
096J11, "Katseyedie River", -123.5, 66.75
096J12, "Kilekale Lake", -124, 66.75
096J13, " ", -124, 67
096J14, " ", -123.5, 67
096J15, " ", -123, 67
096J16, " ", -122.5, 67
096K01, " ", -124.5, 66.25
096K02, "Crosswise Island", -125, 66.25
096K03, " ", -125.5, 66.25
096K04, " ", -126, 66.25
096K05, "Tunago Lake", -126, 66.5
096K06, " ", -125.5, 66.5
096K07, " ", -125, 66.5
096K08, "Good Hope Bay", -124.5, 66.5
096K09, " ", -124.5, 66.75
096K10, " ", -125, 66.75
096K11, " ", -125.5, 66.75
096K12, " ", -126, 66.75
096K13, "Tweed Lake", -126, 67
096K14, "Lac Des Bois", -125.5, 67
096K15, " ", -125, 67
096K16, " ", -124.5, 67
096L01, " ", -126.5, 66.25
096L02, " ", -127, 66.25
096L03, "Lac A Jacques", -127.5, 66.25
096L04, " ", -128, 66.25
096L05, " ", -128, 66.5
096L06, " ", -127.5, 66.5
096L07, " ", -127, 66.5
096L08, " ", -126.5, 66.5
096L09, " ", -126.5, 66.75
096L10, " ", -127, 66.75
096L11, "Little Loche Lake", -127.5, 66.75
096L12, "Tchaneta Lake", -128, 66.75
096L13, " ", -128, 67
096L14, " ", -127.5, 67
096L15, " ", -127, 67
096L16, "Lac Belot", -126.5, 67
096M01, " ", -126.5, 67.25
096M02, " ", -127, 67.25
096M03, "Tadek Lake", -127.5, 67.25
096M04, " ", -128, 67.25
096M05, " ", -128, 67.5
096M06, " ", -127.5, 67.5
096M07, " ", -127, 67.5
096M08, " ", -126.5, 67.5
096M09, "Ewekka Lake", -126.5, 67.75
096M10, "Tuholata Creek", -127, 67.75
096M11, " ", -127.5, 67.75
096M12, " ", -128, 67.75
096M13, " ", -128, 68
096M14, " ", -127.5, 68
096M15, " ", -127, 68
096M16, " ", -126.5, 68
096N01, " ", -124.5, 67.25
096N02, " ", -125, 67.25
096N03, "Tatchini Lake", -125.5, 67.25
096N04, " ", -126, 67.25
096N05, " ", -126, 67.5
096N06, " ", -125.5, 67.5
096N07, " ", -125, 67.5
096N08, " ", -124.5, 67.5
096N09, " ", -124.5, 67.75
096N10, "Maunoir Dome", -125, 67.75
096N11, " ", -125.5, 67.75
096N12, " ", -126, 67.75
096N13, "Niwelin Lake", -126, 68
096N14, " ", -125.5, 68
096N15, " ", -125, 68
096N16, " ", -124.5, 68
096O01, " ", -122.5, 67.25
096O02, " ", -123, 67.25
096O03, " ", -123.5, 67.25
096O04, "Raymond Lake", -124, 67.25
096O05, " ", -124, 67.5
096O06, " ", -123.5, 67.5
096O07, " ", -123, 67.5
096O08, " ", -122.5, 67.5
096O09, " ", -122.5, 67.75
096O10, " ", -123, 67.75
096O11, "Stopover Lake", -123.5, 67.75
096O12, " ", -124, 67.75
096O13, "Estabrook Lake", -124, 68
096O14, " ", -123.5, 68
096O15, " ", -123, 68
096O16, " ", -122.5, 68
096P01, " ", -120.5, 67.25
096P02, " ", -121, 67.25
096P03, " ", -121.5, 67.25
096P04, " ", -122, 67.25
096P05, " ", -122, 67.5
096P06, " ", -121.5, 67.5
096P07, " ", -121, 67.5
096P08, " ", -120.5, 67.5
096P09, " ", -120.5, 67.75
096P10, " ", -121, 67.75
096P11, " ", -121.5, 67.75
096P12, " ", -122, 67.75
096P13, " ", -122, 68
096P14, " ", -121.5, 68
096P15, " ", -121, 68
096P16, " ", -120.5, 68
097A01, " ", -121, 68.25
097A02, " ", -122, 68.25
097A03, " ", -123, 68.25
097A04, " ", -124, 68.25
097A05, " ", -124, 68.5
097A06, " ", -123, 68.5
097A07, " ", -122, 68.5
097A08, " ", -121, 68.5
097A09, " ", -121, 68.75
097A10, " ", -122, 68.75
097A11, " ", -123, 68.75
097A12, " ", -124, 68.75
097A13, " ", -124, 69
097A14, " ", -123, 69
097A15, " ", -122, 69
097A16, " ", -121, 69
097B01, " ", -125, 68.25
097B02, "Ewariege Lake", -126, 68.25
097B03, "Simpson Lake", -127, 68.25
097B04, " ", -128, 68.25
097B05, " ", -128, 68.5
097B06, " ", -127, 68.5
097B07, "Tsoko Lake", -126, 68.5
097B08, " ", -125, 68.5
097B09, " ", -125, 68.75
097B10, "Granet Lake", -126, 68.75
097B11, "Tadenet Lake", -127, 68.75
097B12, " ", -128, 68.75
097B13, " ", -128, 69
097B14, "Sadene Lake", -127, 69
097B15, "Gilmore Lake", -126, 69
097B16, "Fallaize Lake", -125, 69
097C01, "Biname Lake", -125, 69.25
097C02, " ", -126, 69.25
097C03, " ", -127, 69.25
097C04, " ", -128, 69.25
097C05, " ", -128, 69.5
097C06, "Coal Creek", -127, 69.5
097C07, "Langton Bay", -126, 69.5
097C08, Paulatuk, -125, 69.5
097C09, "Bennett Point", -125, 69.75
097C10, "Point Stivens", -126, 69.75
097C11, " ", -127, 69.75
097C12, " ", -128, 69.75
097C13, "Mackenzie Lake", -128, 70
097C14, "Old Horton Creek", -127, 70
097C15, "Cracroft Bay", -126, 70
097C16, "Letty Harbour", -125, 70
097D01, " ", -121, 69.25
097D02, " ", -122, 69.25
097D03, "La Ronciere Falls", -123, 69.25
097D04, "Rummy Lake", -124, 69.25
097D05, "Rat Lake", -124, 69.5
097D06, "Melville Hills", -123, 69.5
097D07, " ", -122, 69.5
097D08, "Buchanan River", -121, 69.5
097D09, "Clinton Point", -121, 69.75
097D10, "Palgrave River", -122, 69.75
097D11, "Fish Lake", -123, 69.75
097D12, "Clapperton Island", -124, 69.75
097D13, "Halcro Point", -124, 70
097D14, "Pearce Point", -123, 70
097D15, "Keats Point", -122, 70
097F01, "Cape Parry", -125, 70.25
097F02, "Booth Islands", -126, 70.25
097F03, "Part Of 097F04", -127, 70.25
097F04, "Harrowby Bay", -128, 70.25
097F05, "Mckinlay Lake", -128, 70.5
097F12, "Mamen Lake", -128, 70.75
097G09, " ", -125, 71.75
097G14, "Part Of 097G15", -127, 72
097G15, "Duck Hawk Bluffs", -126, 72
097G16, "Cape Currie", -125, 72
097H03, "Nelson Head", -123, 71.25
097H04, "Cape Lambton", -124, 71.25
097H05, "Rufus River", -124, 71.5
097H06, "Cape Collinson", -123, 71.5
097H07, "Cape Cardwell", -122, 71.5
097H08, " ", -121, 71.5
097H09, "Nokaluk River", -121, 71.75
097H10, " ", -122, 71.75
097H11, "Hoagak Lake", -123, 71.75
097H12, "Raddi Lake", -124, 71.75
097H13, "Capron Lake", -124, 72
097H14, " ", -123, 72
097H15, " ", -122, 72
097H16, "Schuyter Point", -121, 72
098A01, " ", -121, 72.25
098A02, " ", -122, 72.25
098A03, " ", -123, 72.25
098A04, " ", -124, 72.25
098A05, "Burnt Tent Lake", -124, 72.5
098A06, " ", -123, 72.5
098A07, " ", -122, 72.5
098A08, " ", -121, 72.5
098A09, " ", -121, 72.75
098A10, " ", -122, 72.75
098A11, "Sungukpaluk Hill", -123, 72.75
098A12, " ", -124, 72.75
098A13, " ", -124, 73
098A14, "Storkerson Lake", -123, 73
098A15, " ", -122, 73
098A16, " ", -121, 73
098B01, "Imnaugaluit Hills", -125, 72.25
098B02, "Blue Fox Harbour", -126, 72.25
098B07, "Siksik Point", -126, 72.5
098B08, "Lucas Creek", -125, 72.5
098B09, " ", -125, 72.75
098B10, "Sea Otter Island", -126, 72.75
098B15, "Part Of 098B16", -126, 73
098B16, "Meek Point", -125, 73
098C01, "Liot Point", -125, 73.25
098C08, " ", -125, 73.5
098C09, "Norway Island", -125, 73.75
098C16, "Robilliard Island", -125, 74
098D01, " ", -121, 73.25
098D02, " ", -122, 73.25
098D03, " ", -123, 73.25
098D04, " ", -124, 73.25
098D05, " ", -124, 73.5
098D06, " ", -123, 73.5
098D07, " ", -122, 73.5
098D08, " ", -121, 73.5
098D09, "Shoran Lake", -121, 73.75
098D10, " ", -122, 73.75
098D11, " ", -123, 73.75
098D12, " ", -124, 73.75
098D13, " ", -124, 74
098D14, " ", -123, 74
098D15, " ", -122, 74
098D16, " ", -121, 74
098E01, " ", -121, 74.25
098E02, " ", -122, 74.25
098E03, " ", -123, 74.25
098E04, " ", -124, 74.25
098E05, " ", -124, 74.5
098E06, "Kaersok River", -123, 74.5
098E07, " ", -122, 74.5
098E08, "Antler Cove", -121, 74.5
098E10, "Cape Wrottesley", -122, 74.75
098E11, "Part Of 098E10", -123, 74.75
098F01, "Phillips Island", -125, 74.25
098F07, "Part Of 098F08", -126, 74.5
098F08, "Cape Prince Alfred", -125, 74.5
098H09, " ", -121, 75.75
098H10, " ", -122, 75.75
098H14, " ", -123, 76
098H15, " ", -122, 76
098H16, "Cape Cam", -121, 76
099A01, " ", -121, 76.25
099A02, " ", -122, 76.25
099A03, " ", -123, 76.25
099A04, " ", -124, 76.25
099A06, " ", -123, 76.5
099A07, " ", -122, 76.5
099A08, " ", -121, 76.5
099A09, " ", -121, 76.75
099A10, " ", -122, 76.75
099A15, " ", -122, 77
099A16, " ", -121, 77
099D01, " ", -121, 77.25
102I08, "Cape Parkins", -128.5, 50.5
102I09, "San Josef", -128.5, 50.75
102I14, "Triangle Island", -129.5, 51
102I15, "Scott Islands", -129, 51
102I16, "Cape Scott", -128.5, 51
102O14, "Cape St James", -131.5, 52
102O15, "Part Of 102O14", -131, 52
102P08, "Blackney Island", -128.5, 51.5
102P09, "Calvert Island", -128.5, 51.75
102P16, "Hunter Island", -128.5, 52
103A01, "Bella Bella", -128.5, 52.25
103A02, "Part Of 103A01", -129, 52.25
103A06, "Steele Rock", -129.5, 52.5
103A07, "Price Island", -129, 52.5
103A08, "Spiller Channel", -128.5, 52.5
103A09, "Roderick Island", -128.5, 52.75
103A10, "Laredo Sound", -129, 52.75
103A11, "Aristazabal Island", -129.5, 52.75
103A13, "Dewdney Island", -130, 53
103A14, "Caamano Sound", -129.5, 53
103A15, "Laredo Inlet", -129, 53
103A16, "Sheep Passage", -128.5, 53
103B02, "Lyman Point", -131, 52.25
103B03, "Kunghit Island", -131.5, 52.25
103B05, "Gowgaia Bay", -132, 52.5
103B06, "Burnaby Island", -131.5, 52.5
103B11, "Ramsay Island", -131.5, 52.75
103B12, "Darwin Sound", -132, 52.75
103B13, "Louise Island", -132, 53
103B14, "Part Of 103B13", -131.5, 53
103C09, "Tasu Head", -132.5, 52.75
103C16, "Moore Channel", -132.5, 53
103F01, "Skidegate Channel", -132.5, 53.25
103F02, "Cartwright Sound", -133, 53.25
103F07, "Rennell Sound", -133, 53.5
103F08, "Yakoun Lake", -132.5, 53.5
103F09, "Port Clements", -132.5, 53.75
103F10, "Awun Lake", -133, 53.75
103F11, "Part Of 103F10W", -133.5, 53.75
103F14, "Frederick Island", -133.5, 54
103F15, "Naden River", -133, 54
103F16, "Masset Sound", -132.5, 54
103G01, "Part Of 103H04", -130.5, 53.25
103G04, "Cumshewa Inlet", -132, 53.25
103G05, Lawnhill, -132, 53.5
103G07, "Bonilla Island", -131, 53.5
103G08, "Banks Lakes", -130.5, 53.5
103G09, "Mccauley Island", -130.5, 53.75
103G10, "Griffith Harbour", -131, 53.75
103G12, Tlell, -132, 53.75
103G13, "Eagle Hill", -132, 54
103G15, "Kitkatla Inlet", -131, 54
103G16, "Oona River", -130.5, 54
103H01, "Khutze River", -128.5, 53.25
103H02, Butedale, -129, 53.25
103H03, "Gil Island", -129.5, 53.25
103H04, "Trutch Island", -130, 53.25
103H05, "Port Stephens", -130, 53.5
103H06, "Hartley Bay", -129.5, 53.5
103H07, "Ursula Channel", -129, 53.5
103H08, "Gardner Canal", -128.5, 53.5
103H09, "Brim River", -128.5, 53.75
103H10, "Devastation Channel", -129, 53.75
103H11, "Kitkiata Inlet", -129.5, 53.75
103H12, "Lowe Inlet", -130, 53.75
103H13, "Kumealon Lake", -130, 54
103H14, "Foch Lagoon", -129.5, 54
103H15, "Kitimat Arm", -129, 54
103H16, "Kildala Arm", -128.5, 54
103I01, "Mount Davies", -128.5, 54.25
103I02, Kitimat, -129, 54.25
103I03, "Alastair Lake", -129.5, 54.25
103I04, "Port Essington", -130, 54.25
103I05, Khyex, -130, 54.5
